sample	standard_curve	ngml_av	se_mean	flag
123391.2	MoPrP16	553.482	2.39	
123391.3	MoPrP16	257.926	2.932	
123391.4	MoPrP16	300.257	44.702	
123392.1	MoPrP16	225.946	1.133	
123392.2	MoPrP16	254.256	2.011	
123392.3	MoPrP16	219.877	21.351	
123393.2	MoPrP16	645.011	19.405	
123394.1	MoPrP16	918.473	9.392	
123394.2	MoPrP16	66.39	2.16	
123395.1	MoPrP16	177.013	4.851	
123395.2	MoPrP16	176.39	2.836	
123395.3	MoPrP16	194.556	3.67	
123397.1	MoPrP16	290.514	2.122	
123397.2	MoPrP16	280.296	3.245	
123397.3	MoPrP16	80.256	1.599	
123398.1	MoPrP16	232.258	6.691	
123398.2	MoPrP16	157.858	10.576	
123398.3	MoPrP16	78.1	0.355	
123398.4	MoPrP16	140.879	0.249	
123398.5	MoPrP16	602.262	3.595	
123400.1	MoPrP16	789.348	2.202	
123413.1	MoPrP16	758.65	8.347	
124022.1	MoPrP16	550.313	4.65	
124022.2	MoPrP16	539.242	25.69	
124023.1	MoPrP16	496.502	19.824	
124024.1	MoPrP16	577.84	18.022	
124024.2	MoPrP16	268.258	16.572	
124024.4	MoPrP16	394.923	19.324	
135014.1	MoPrP16	593.482	6.62	
135014.3	MoPrP16	251.813	0.331	
135015.1	MoPrP16	109.407	7.065	
135015.2	MoPrP16	289.895	3.362	
135353.1	MoPrP16	452.97	3.459	
136187.1	MoPrP16	311.644	7.32	
MoNeg	MoPrP16	4.226	0.131	
MoPosHiQC	MoPrP16	113.365	6.565	
MoPosLoQC	MoPrP16	16.36	0.344	
MoPosMidQC	MoPrP16	42.458	0.24	
