sample	standard_curve	ngml_av	se_mean	flag
82487.3	MoPrP16	154.721	3.889	
82488.1	MoPrP16	86.052	1.584	
82488.2	MoPrP16	45.177	0.988	
82490.1	MoPrP16	200.677	6.743	
82490.3	MoPrP16	54.624	1.233	
82490.4	MoPrP16	81.957	2.247	
84049.1	MoPrP16	178.613	3.314	
84049.2	MoPrP16	175.742	4.159	
84049.3	MoPrP16	182.51	1.74	
84049.5	MoPrP16	143.688	2.463	
84050.1	MoPrP16	88.954	0.791	
84051.1	MoPrP16	105.053	1.322	
84051.2	MoPrP16	71.615	0.133	
84051.4	MoPrP16	81.694	1.189	
84053.2	MoPrP16	44.185	1.416	
84054.1	MoPrP16	151.662	1.106	
84055.1	MoPrP16	137.008	1.764	
84055.2	MoPrP16	144.232	1.095	
84055.3	MoPrP16	172.592	3.852	
84063.2	MoPrP16	54.35	0.412	
84064.1	MoPrP16	83.543	1.981	
84064.2	MoPrP16	52.839	0.275	
Mo Neg QC	MoPrP16	10.24	0	LLQ
Mo Pos Hi QC	MoPrP16	155.966	2.922	
Mo Pos Lo QC	MoPrP16	27.829	0.155	
Mo Pos Mid QC	MoPrP16	88.162	3.694	
