plate	row	col	a450_bck	stype	detail	dilution	standard_curve	above_baseline	nominal	ngml	ngml_trunc	flag
27	A	1	2.542	standard	5	1	MoPrP16	TRUE	NA	4.904	4.904	
27	A	2	2.5918	standard	5	1	MoPrP16	TRUE	NA	5.093	5	ULQ
27	A	3	2.6892	standard	5	1	HuPrP5	TRUE	5	5.319	5	ULQ
27	A	4	2.4737	standard	5	1	HuPrP5	TRUE	5	4.694	4.694	
27	A	5	0.1869	sample	73525.1	200	HuPrP5	TRUE	NA	48.012	48.012	
27	A	6	0.1865	sample	73525.1	200	HuPrP5	TRUE	NA	47.903	47.903	
27	A	7	2.0498	sample	73956.3	200	HuPrP5	TRUE	NA	720.203	720.203	
27	A	8	2.1613	sample	73956.3	200	HuPrP5	TRUE	NA	774.519	774.519	
27	A	9	0.8911	sample	71636.4	200	HuPrP5	TRUE	NA	259.453	259.453	
27	A	10	0.8605	sample	71636.4	200	HuPrP5	TRUE	NA	249.371	249.371	
27	A	11	0.5302	sample	Mo Pos Hi QC	200	MoPrP16	TRUE	NA	143.75	143.75	
27	A	12	0.5004	sample	Mo Pos Hi QC	200	MoPrP16	TRUE	NA	135.817	135.817	
27	B	1	1.389	standard	2	1	MoPrP16	TRUE	NA	2.007	2.007	
27	B	2	1.3883	standard	2	1	MoPrP16	TRUE	NA	2.006	2.006	
27	B	3	1.29	standard	2	1	HuPrP5	TRUE	2	1.998	1.998	
27	B	4	1.2919	standard	2	1	HuPrP5	TRUE	2	2.001	2.001	
27	B	5	0.1945	sample	73525.2	200	HuPrP5	TRUE	NA	50.083	50.083	
27	B	6	0.2001	sample	73525.2	200	HuPrP5	TRUE	NA	51.613	51.613	
27	B	7	1.3239	sample	74431.1	200	HuPrP5	TRUE	NA	412.27	412.27	
27	B	8	1.4124	sample	74431.1	200	HuPrP5	TRUE	NA	446.068	446.068	
27	B	9	0.467	sample	73537.2	200	HuPrP5	TRUE	NA	127.229	127.229	
27	B	10	0.4482	sample	73537.2	200	HuPrP5	TRUE	NA	121.721	121.721	
27	B	11	0.2735	sample	Mo Pos Mid QC	200	MoPrP16	TRUE	NA	75.55	75.55	
27	B	12	0.271	sample	Mo Pos Mid QC	200	MoPrP16	TRUE	NA	74.877	74.877	
27	C	1	0.579	standard	0.8	1	MoPrP16	TRUE	NA	0.784	0.784	
27	C	2	0.5833	standard	0.8	1	MoPrP16	TRUE	NA	0.79	0.79	
27	C	3	0.5852	standard	0.8	1	HuPrP5	TRUE	0.8	0.813	0.813	
27	C	4	0.5717	standard	0.8	1	HuPrP5	TRUE	0.8	0.792	0.792	
27	C	5	0.5741	sample	73523.3	200	HuPrP5	TRUE	NA	159.151	159.151	
27	C	6	0.5889	sample	73523.3	200	HuPrP5	TRUE	NA	163.637	163.637	
27	C	7	0.0397	sample	72829.3	200	MoPrP16	TRUE	NA	6.016	6.016	
27	C	8	0.0377	sample	72829.3	200	MoPrP16	TRUE	NA	5.185	10.24	LLQ
27	C	9	0.4702	sample	73542.5	200	MoPrP16	TRUE	NA	127.8	127.8	
27	C	10	0.4602	sample	73542.5	200	MoPrP16	TRUE	NA	125.149	125.149	
27	C	11	0.1105	sample	Mo Pos Lo QC	200	MoPrP16	TRUE	NA	29.8	29.8	
27	C	12	0.1143	sample	Mo Pos Lo QC	200	MoPrP16	TRUE	NA	30.946	30.946	
27	D	1	0.1035	standard	0.128	1	MoPrP16	TRUE	NA	0.138	0.138	
27	D	2	0.1072	standard	0.128	1	MoPrP16	TRUE	NA	0.144	0.144	
27	D	3	0.2387	standard	0.32	1	HuPrP5	TRUE	0.32	0.311	0.311	
27	D	4	0.2416	standard	0.32	1	HuPrP5	TRUE	0.32	0.315	0.315	
27	D	5	2.0552	sample	69823.1	200	HuPrP5	TRUE	NA	722.785	722.785	
27	D	6	2.1286	sample	69823.1	200	HuPrP5	TRUE	NA	758.369	758.369	
27	D	7	0.1857	sample	73524.2	200	HuPrP5	TRUE	NA	47.685	47.685	
27	D	8	0.1816	sample	73524.2	200	HuPrP5	TRUE	NA	46.57	46.57	
27	D	9	0.5435	sample	75322.3	200	HuPrP5	TRUE	NA	149.934	149.934	
27	D	10	0.5226	sample	75322.3	200	HuPrP5	TRUE	NA	143.683	143.683	
27	D	11	0.0846	sample	Mo Neg QC	200	MoPrP16	TRUE	NA	21.761	21.761	
27	D	12	0.076	sample	Mo Neg QC	200	MoPrP16	TRUE	NA	18.981	18.981	
27	E	1	0.2484	standard	0.32	1	MoPrP16	TRUE	NA	0.344	0.344	
27	E	2	0.2303	standard	0.32	1	MoPrP16	TRUE	NA	0.319	0.319	
27	E	3	0.11	standard	0.128	1	HuPrP5	TRUE	0.128	0.136	0.136	
27	E	4	0.1117	standard	0.128	1	HuPrP5	TRUE	0.128	0.139	0.139	
27	E	5	0.393	sample	73538.2	200	HuPrP5	TRUE	NA	105.714	105.714	
27	E	6	0.4215	sample	73538.2	200	HuPrP5	TRUE	NA	113.948	113.948	
27	E	7	1.7552	sample	74432.2	200	HuPrP5	TRUE	NA	586.322	586.322	
27	E	8	1.7962	sample	74432.2	200	HuPrP5	TRUE	NA	604.168	604.168	
27	E	9	0.9859	sample	73539.4	200	HuPrP5	TRUE	NA	291.265	291.265	
27	E	10	0.9363	sample	73539.4	200	HuPrP5	TRUE	NA	274.511	274.511	
27	F	1	0.039	standard	0.0512	1	MoPrP16	TRUE	NA	0.029	0.051	LLQ
27	F	2	0.0415	standard	0.0512	1	MoPrP16	TRUE	NA	0.034	0.034	
27	F	3	0.0434	standard	0.0512	1	HuPrP5	TRUE	0.0512	0.048	0.048	
27	F	4	0.0407	standard	0.0512	1	HuPrP5	TRUE	0.0512	0.045	0.051	LLQ
27	F	5	1.49	sample	69823.3	200	HuPrP5	TRUE	NA	476.484	476.484	
27	F	6	1.5349	sample	69823.3	200	HuPrP5	TRUE	NA	494.427	494.427	
27	F	7	0.9574	sample	74432.3	200	HuPrP5	TRUE	NA	281.609	281.609	
27	F	8	0.9942	sample	74432.3	200	HuPrP5	TRUE	NA	294.092	294.092	
27	F	9	0.5958	sample	73539.5	200	HuPrP5	TRUE	NA	165.735	165.735	
27	F	10	0.6201	sample	73539.5	200	HuPrP5	TRUE	NA	173.155	173.155	
27	G	1	0.0386	standard	0.02048	1	MoPrP16	TRUE	NA	0.028	0.051	LLQ
27	G	2	0.0391	standard	0.02048	1	MoPrP16	TRUE	NA	0.029	0.051	LLQ
27	G	3	0.0408	standard	0.02048	1	HuPrP5	TRUE	0.02048	0.045	0.051	LLQ
27	G	4	0.0435	standard	0.02048	1	HuPrP5	TRUE	0.02048	0.049	0.049	
27	G	5	0.1918	sample	73524.3	200	HuPrP5	TRUE	NA	49.347	49.347	
27	G	6	0.1952	sample	73524.3	200	HuPrP5	TRUE	NA	50.274	50.274	
27	G	7	1.1362	sample	72808.1	200	HuPrP5	TRUE	NA	343.557	343.557	
27	G	8	1.1859	sample	72808.1	200	HuPrP5	TRUE	NA	361.371	361.371	
27	G	9	0.5639	sample	73545.3	200	MoPrP16	TRUE	NA	152.755	152.755	
27	G	10	0.5437	sample	73545.3	200	MoPrP16	TRUE	NA	147.353	147.353	
27	H	1	0.0235	standard	0	1	MoPrP16	FALSE	NA	NA	0.051	LLQ
27	H	2	0.0286	standard	0	1	MoPrP16	TRUE	NA	0.004	0.051	LLQ
27	H	3	0.0278	standard	0	1	HuPrP5	TRUE	0	0.028	0.051	LLQ
27	H	4	0.0261	standard	0	1	HuPrP5	FALSE	0	0.026	0.051	LLQ
27	H	5	2.215	sample	73956.2	200	HuPrP5	TRUE	NA	801.451	801.451	
27	H	6	2.2715	sample	73956.2	200	HuPrP5	TRUE	NA	830.351	830.351	
27	H	7	0.0505	sample	75321.3	200	MoPrP16	TRUE	NA	10.189	10.189	
27	H	8	0.0392	sample	75321.3	200	MoPrP16	TRUE	NA	5.81	10.24	LLQ
