sample	standard_curve	ngml_av	se_mean	flag
80575.1	MoPrP16	575.105	30.508	
80575.2	MoPrP16	415.345	0	
80575.4	MoPrP16	528.678	41.473	
80575.5	MoPrP16	599.868	40.144	
80576.1	MoPrP16	472.128	21.617	
80576.2	MoPrP16	350.734	14.413	
80576.3	MoPrP16	381.706	89.284	
80577.1	MoPrP16	638.584	11.139	
80577.3	MoPrP16	489.722	14.3	
80581.1	MoPrP16	318.467	5.937	
80581.2	MoPrP16	264.721	1.767	
80581.3	MoPrP16	441.665	8.21	
80581.4	MoPrP16	136.375	22.426	
80581.5	MoPrP16	331.259	6.855	
80582.1	MoPrP16	445.454	6.965	
80582.2	MoPrP16	369.384	3.633	
80582.3	MoPrP16	401.825	17.25	
85374.3	MoPrP16	735.885	20.373	
85374.4	MoPrP16	696.986	12.948	
85376.1	MoPrP16	457.979	20.121	
85377.4	MoPrP16	552.499	6.534	
85377.5	MoPrP16	1009.426	72.324	
85378.3	MoPrP16	941.928	25.54	
85378.4	MoPrP16	965.824	83.024	
85379.2	MoPrP16	566.668	2.089	
85379.3	MoPrP16	1017.32	90.136	
85380.3	MoPrP16	724.4	11.282	
85380.4	MoPrP16	890.381	2.852	
85382.3	MoPrP16	701.046	20.877	
Mo Neg QC	MoPrP16	15.399	5.907	
Mo Pos Hi QC	MoPrP16	165.179	2.085	
Mo Pos Lo QC	MoPrP16	34.172	6.791	
Mo Pos Mid QC	MoPrP16	94.363	3.621	
