sample	standard_curve	ngml_av	se_mean	flag
87019.1	MoPrP16	880.42	34.067	
87019.2	MoPrP16	863.055	2.624	
87019.3	MoPrP16	740.356	11	
87020.1	MoPrP16	671.119	14.639	
87020.2	MoPrP16	568.243	4.015	
87021.3	MoPrP16	1149.644	6.378	
87024.1	MoPrP16	473.071	7.121	
87024.2	MoPrP16	515.535	0.255	
87024.3	MoPrP16	551.358	15.006	
87025.1	MoPrP16	1109.613	27.346	
87025.2	MoPrP16	1106.884	35.326	
87026.1	MoPrP16	1101.21	51.604	
87026.2	MoPrP16	952.151	28.835	
87028.3	MoPrP16	879.335	3.059	
95040.1	MoPrP16	1156.649	12.329	
97823.2	MoPrP16	333.375	7.739	
97823.3	MoPrP16	401.545	9.821	
97824.3	MoPrP16	653.853	4.982	
97825.1	MoPrP16	318.371	8.174	
97826.1	MoPrP16	790.198	21.624	
97826.2	MoPrP16	573.464	16.144	
97826.3	MoPrP16	604.508	5.001	
97827.3	MoPrP16	519.164	11.494	
97827.4	MoPrP16	633.843	1.72	
97828.1	MoPrP16	1230.586	13.464	
97829.1	MoPrP16	1398.86	11.388	
97830.1	MoPrP16	1016.092	31.633	
97830.2	MoPrP16	1146.401	41.28	
97830.3	MoPrP16	1082.382	13.721	
97831.2	MoPrP16	1241.626	43.869	
97836.3	MoPrP16	1163.104	32.404	
97836.4	MoPrP16	1184.301	42.091	
97839.1	MoPrP16	538.174	2.86	
MoNeg-top	MoPrP16	10.24	0	LLQ
MoPosHiQC-bottom	MoPrP16	164.75	1.023	
MoPosHiQC-top	MoPrP16	156.801	3.745	
MoPosLoQC-bottom	MoPrP16	29.627	0.192	
MoPosLoQC-top	MoPrP16	25.855	0.41	
MoPosMidQC-bottom	MoPrP16	119.426	0.115	
MoPosMidQC-top	MoPrP16	115.724	1.276	
