plate	row	col	a450_bck	stype	detail	dilution	standard_curve	above_baseline	nominal	ngml	ngml_trunc	flag
NA	A	1	2.353	standard	5	1	MoPrP16	TRUE	5	4.737	4.737	
NA	A	2	2.434	standard	5	1	MoPrP16	TRUE	5	5.221	5	ULQ
NA	A	3	2.115	sample	89314.1	400	MoPrP16	TRUE	NA	1457.006	1457.006	
NA	A	4	2.174	sample	89314.1	400	MoPrP16	TRUE	NA	1551.2	1551.2	
NA	A	5	1.761	sample	89324.4	400	MoPrP16	TRUE	NA	1019.19	1019.19	
NA	A	6	1.781	sample	89324.4	400	MoPrP16	TRUE	NA	1039.504	1039.504	
NA	A	7	0.888	sample	89344.5	400	MoPrP16	TRUE	NA	395.693	395.693	
NA	A	8	0.99	sample	89344.5	400	MoPrP16	TRUE	NA	451.123	451.123	
NA	A	9	1.245	sample	89318.4	400	MoPrP16	TRUE	NA	604.48	604.48	
NA	A	10	1.204	sample	89318.4	400	MoPrP16	TRUE	NA	578.146	578.146	
NA	A	11	2.084	sample	89325.3	400	MoPrP16	TRUE	NA	1410.534	1410.534	
NA	A	12	1.997	sample	89325.3	400	MoPrP16	TRUE	NA	1289.835	1289.835	
NA	B	1	1.551	standard	2	1	MoPrP16	TRUE	2	2.07	2.07	
NA	B	2	1.527	standard	2	1	MoPrP16	TRUE	2	2.021	2.021	
NA	B	3	1.939	sample	89314.2	400	MoPrP16	TRUE	NA	1216.386	1216.386	
NA	B	4	1.869	sample	89314.2	400	MoPrP16	TRUE	NA	1134.178	1134.178	
NA	B	5	1.894	sample	89324.5	400	MoPrP16	TRUE	NA	1162.784	1162.784	
NA	B	6	1.743	sample	89324.5	400	MoPrP16	TRUE	NA	1001.259	1001.259	
NA	B	7	0.717	sample	89346.1	400	MoPrP16	TRUE	NA	308.348	308.348	
NA	B	8	0.77	sample	89346.1	400	MoPrP16	TRUE	NA	334.776	334.776	
NA	B	9	1.528	sample	89319.1	400	MoPrP16	TRUE	NA	809.398	809.398	
NA	B	10	1.51	sample	89319.1	400	MoPrP16	TRUE	NA	794.955	794.955	
NA	B	11	1.934	sample	89325.4	400	MoPrP16	TRUE	NA	1210.29	1210.29	
NA	B	12	1.886	sample	89325.4	400	MoPrP16	TRUE	NA	1153.542	1153.542	
NA	C	1	0.656	standard	0.8	1	MoPrP16	TRUE	0.8	0.696	0.696	
NA	C	2	0.713	standard	0.8	1	MoPrP16	TRUE	0.8	0.766	0.766	
NA	C	3	1.901	sample	89314.3	400	MoPrP16	TRUE	NA	1170.94	1170.94	
NA	C	4	1.974	sample	89314.3	400	MoPrP16	TRUE	NA	1260.088	1260.088	
NA	C	5	2.17	sample	89324.6	400	MoPrP16	TRUE	NA	1544.56	1544.56	
NA	C	6	2.18	sample	89324.6	400	MoPrP16	TRUE	NA	1561.234	1561.234	
NA	C	7	1.238	sample	89346.2	400	MoPrP16	TRUE	NA	599.932	599.932	
NA	C	8	1.213	sample	89346.2	400	MoPrP16	TRUE	NA	583.865	583.865	
NA	C	9	1.257	sample	89319.2	400	MoPrP16	TRUE	NA	612.326	612.326	
NA	C	10	1.305	sample	89319.2	400	MoPrP16	TRUE	NA	644.374	644.374	
NA	C	11	1.431	sample	89315.1	400	MoPrP16	TRUE	NA	734.051	734.051	
NA	C	12	1.438	sample	89315.1	400	MoPrP16	TRUE	NA	739.292	739.292	
NA	D	1	0.385	standard	0.32	1	MoPrP16	TRUE	0.32	0.376	0.376	
NA	D	2	0.44	standard	0.32	1	MoPrP16	TRUE	0.32	0.441	0.441	
NA	D	3	2.279	sample	89324.1	400	MoPrP16	TRUE	NA	1740.679	1740.679	
NA	D	4	2.272	sample	89324.1	400	MoPrP16	TRUE	NA	1727.056	1727.056	
NA	D	5	2.211	sample	89344.1	400	MoPrP16	TRUE	NA	1614.521	1614.521	
NA	D	6	2.273	sample	89344.1	400	MoPrP16	TRUE	NA	1728.993	1728.993	
NA	D	7	1.007	sample	89346.3	400	MoPrP16	TRUE	NA	460.648	460.648	
NA	D	8	0.956	sample	89346.3	400	MoPrP16	TRUE	NA	432.327	432.327	
NA	D	9	1.844	sample	89313.5	400	MoPrP16	TRUE	NA	1106.359	1106.359	
NA	D	10	1.805	sample	89313.5	400	MoPrP16	TRUE	NA	1064.446	1064.446	
NA	D	11	1.486	sample	89315.2	400	MoPrP16	TRUE	NA	776.034	776.034	
NA	D	12	1.609	sample	89315.2	400	MoPrP16	TRUE	NA	877.256	877.256	
NA	E	1	0.147	standard	0.128	1	MoPrP16	TRUE	0.128	0.077	0.077	
NA	E	2	0.163	standard	0.128	1	MoPrP16	TRUE	0.128	0.1	0.1	
NA	E	3	1.836	sample	89324.2	400	MoPrP16	TRUE	NA	1097.617	1097.617	
NA	E	4	1.812	sample	89324.2	400	MoPrP16	TRUE	NA	1071.84	1071.84	
NA	E	5	1.833	sample	89344.2	400	MoPrP16	TRUE	NA	1094.358	1094.358	
NA	E	6	1.851	sample	89344.2	400	MoPrP16	TRUE	NA	1114.071	1114.071	
NA	E	7	1.205	sample	89313.2	400	MoPrP16	TRUE	NA	578.779	578.779	
NA	E	8	1.214	sample	89313.2	400	MoPrP16	TRUE	NA	584.502	584.502	
NA	E	9	2.107	sample	89318.1	400	MoPrP16	TRUE	NA	1444.825	1444.825	
NA	E	10	2.102	sample	89318.1	400	MoPrP16	TRUE	NA	1437.279	1437.279	
NA	E	11	1.501	sample	89325.1	400	MoPrP16	TRUE	NA	787.815	787.815	
NA	E	12	1.551	sample	89325.1	400	MoPrP16	TRUE	NA	828.179	828.179	
NA	F	1	0.118	standard	0.0512	1	MoPrP16	TRUE	0.0512	0.028	0.051	LLQ
NA	F	2	0.125	standard	0.0512	1	MoPrP16	TRUE	0.0512	0.041	0.041	
NA	F	3	1.768	sample	89324.3	400	MoPrP16	TRUE	NA	1026.252	1026.252	
NA	F	4	1.684	sample	89324.3	400	MoPrP16	TRUE	NA	944.692	944.692	
NA	F	5	0.986	sample	89344.3	400	MoPrP16	TRUE	NA	448.894	448.894	
NA	F	6	1.064	sample	89344.3	400	MoPrP16	TRUE	NA	493.246	493.246	
NA	F	7	1.295	sample	89313.3	400	MoPrP16	TRUE	NA	637.608	637.608	
NA	F	8	1.334	sample	89313.3	400	MoPrP16	TRUE	NA	664.274	664.274	
NA	F	9	1.896	sample	89318.2	400	MoPrP16	TRUE	NA	1165.108	1165.108	
NA	F	10	1.902	sample	89318.2	400	MoPrP16	TRUE	NA	1172.111	1172.111	
NA	F	11	1.076	sample	89325.2	400	MoPrP16	TRUE	NA	500.244	500.244	
NA	F	12	1.138	sample	89325.2	400	MoPrP16	TRUE	NA	537.206	537.206	
NA	G	1	0.061	standard	0	1	MoPrP16	FALSE	0	NA	0.051	LLQ
NA	G	2	0.063	standard	0	1	MoPrP16	TRUE	0	NA	0.051	LLQ
NA	G	3	2.001	sample	89314.4	400	MoPrP16	TRUE	NA	1295.095	1295.095	
NA	G	4	1.986	sample	89314.4	400	MoPrP16	TRUE	NA	1275.503	1275.503	
NA	G	5	1.044	sample	89344.4	400	MoPrP16	TRUE	NA	481.689	481.689	
NA	G	6	1.083	sample	89344.4	400	MoPrP16	TRUE	NA	504.349	504.349	
NA	G	7	1.19	sample	89313.4	400	MoPrP16	TRUE	NA	569.316	569.316	
NA	G	8	1.182	sample	89313.4	400	MoPrP16	TRUE	NA	564.306	564.306	
NA	G	9	2.175	sample	89318.3	400	MoPrP16	TRUE	NA	1552.866	1552.866	
NA	G	10	2.204	sample	89318.3	400	MoPrP16	TRUE	NA	1602.272	1602.272	
