sample	standard_curve	ngml_av	se_mean	flag
105257.1	MoPrP16	799.323	11.792	
105257.2	MoPrP16	1070.679	8.649	
105257.3	MoPrP16	1044.826	38.552	
105257.4	MoPrP16	1782.171	11.836	
105258.1	MoPrP16	893.509	1.042	
105258.2	MoPrP16	877.176	14.251	
105258.3	MoPrP16	1061.648	20.378	
105258.4	MoPrP16	2000	0	ULQ
105258.5	MoPrP16	1837.223	31.174	
105260.1	MoPrP16	1914.344	10.046	
105261.4	MoPrP16	1680.49	69.566	
105263.1	MoPrP16	820.44	25.742	
105263.2	MoPrP16	795.688	10.825	
105263.3	MoPrP16	983.63	16.566	
105267.1	MoPrP16	953.34	5.673	
105267.2	MoPrP16	1062.059	6.578	
105267.3	MoPrP16	723.645	13.322	
2A.4	MoPrP16	2000	0	ULQ
MoNeg	MoPrP16	NA	NA	
MoNegOld	MoPrP16old	10.24	0	LLQ
MoPosHiQC	MoPrP16	205.583	1.917	
MoPosHiQCOld	MoPrP16old	292.38	2.406	
MoPosLoQC	MoPrP16	30.52	0.079	
MoPosLoQCOld	MoPrP16old	41.478	2.032	
MoPosMidQC	MoPrP16	114.128	2.647	
MoPosMidQC - old	MoPrP16old	144.944	NA	
MoPosMidQC - old	MoPrP16old	136.429	NA	
