plate	row	col	a450_bck	stype	detail	dilution	standard_curve	above_baseline	nominal	ngml	ngml_trunc	flag
47	A	1	2.055	standard	5	1	MoPrP16	TRUE	5	5.551	5	ULQ
47	A	2	1.913	standard	5	1	MoPrP16	TRUE	5	4.528	4.528	
47	A	3	0.314	sample	88076.1	200	MoPrP16	TRUE	NA	72.719	72.719	
47	A	4	0.318	sample	88076.1	200	MoPrP16	TRUE	NA	73.73	73.73	
47	A	5	0.352	sample	88075.2	200	MoPrP16	TRUE	NA	82.367	82.367	
47	A	6	0.349	sample	88075.2	200	MoPrP16	TRUE	NA	81.601	81.601	
47	A	7	0.291	sample	88077.3	200	MoPrP16	TRUE	NA	66.931	66.931	
47	A	8	0.296	sample	88077.3	200	MoPrP16	TRUE	NA	68.186	68.186	
47	A	9	0.304	sample	88069.1	200	MoPrP16	TRUE	NA	70.198	70.198	
47	A	10	0.301	sample	88069.1	200	MoPrP16	TRUE	NA	69.443	69.443	
47	A	11	0.289	sample	88070.2	200	MoPrP16	TRUE	NA	66.429	66.429	
47	A	12	0.28	sample	88070.2	200	MoPrP16	TRUE	NA	64.173	64.173	
47	B	1	1.313	standard	2	1	MoPrP16	TRUE	2	2.117	2.117	
47	B	2	1.219	standard	2	1	MoPrP16	TRUE	2	1.881	1.881	
47	B	3	0.329	sample	88076.2	200	MoPrP16	TRUE	NA	76.514	76.514	
47	B	4	0.332	sample	88076.2	200	MoPrP16	TRUE	NA	77.275	77.275	
47	B	5	0.381	sample	88075.3	200	MoPrP16	TRUE	NA	89.814	89.814	
47	B	6	0.377	sample	88075.3	200	MoPrP16	TRUE	NA	88.782	88.782	
47	B	7	0.35	sample	88068.1	200	MoPrP16	TRUE	NA	81.857	81.857	
47	B	8	0.348	sample	88068.1	200	MoPrP16	TRUE	NA	81.346	81.346	
47	B	9	0.386	sample	88069.2	200	MoPrP16	TRUE	NA	91.107	91.107	
47	B	10	0.37	sample	88069.2	200	MoPrP16	TRUE	NA	86.98	86.98	
47	B	11	0.33	sample	88070.3	200	MoPrP16	TRUE	NA	76.768	76.768	
47	B	12	0.294	sample	88070.3	200	MoPrP16	TRUE	NA	67.684	67.684	
47	C	1	0.642	standard	0.8	1	MoPrP16	TRUE	0.8	0.808	0.808	
47	C	2	0.639	standard	0.8	1	MoPrP16	TRUE	0.8	0.804	0.804	
47	C	3	0.361	sample	88076.3	200	MoPrP16	TRUE	NA	84.67	84.67	
47	C	4	0.356	sample	88076.3	200	MoPrP16	TRUE	NA	83.39	83.39	
47	C	5	0.379	sample	88085.3	200	MoPrP16	TRUE	NA	89.298	89.298	
47	C	6	0.368	sample	88085.3	200	MoPrP16	TRUE	NA	86.466	86.466	
47	C	7	0.336	sample	88068.2	200	MoPrP16	TRUE	NA	78.291	78.291	
47	C	8	0.344	sample	88068.2	200	MoPrP16	TRUE	NA	80.326	80.326	
47	C	9	0.328	sample	88069.3	200	MoPrP16	TRUE	NA	76.261	76.261	
47	C	10	0.334	sample	88069.3	200	MoPrP16	TRUE	NA	77.783	77.783	
47	C	11	0.338	sample	88080.3	200	MoPrP16	TRUE	NA	78.799	78.799	
47	C	12	0.314	sample	88080.3	200	MoPrP16	TRUE	NA	72.719	72.719	
47	D	1	0.272	standard	0.32	1	MoPrP16	TRUE	0.32	0.311	0.311	
47	D	2	0.274	standard	0.32	1	MoPrP16	TRUE	0.32	0.313	0.313	
47	D	3	0.352	sample	84065.1	200	MoPrP16	TRUE	NA	82.367	82.367	
47	D	4	0.356	sample	84065.1	200	MoPrP16	TRUE	NA	83.39	83.39	
47	D	5	0.389	sample	88067.1	200	MoPrP16	TRUE	NA	91.883	91.883	
47	D	6	0.384	sample	88067.1	200	MoPrP16	TRUE	NA	90.589	90.589	
47	D	7	0.345	sample	88068.3	200	MoPrP16	TRUE	NA	80.581	80.581	
47	D	8	0.338	sample	88068.3	200	MoPrP16	TRUE	NA	78.799	78.799	
47	D	9	0.364	sample	88079.3	200	MoPrP16	TRUE	NA	85.439	85.439	
47	D	10	0.354	sample	88079.3	200	MoPrP16	TRUE	NA	82.878	82.878	
47	D	11	0.336	sample	88081.1	200	MoPrP16	TRUE	NA	78.291	78.291	
47	D	12	0.333	sample	88081.1	200	MoPrP16	TRUE	NA	77.529	77.529	
47	E	1	0.134	standard	0.128	1	MoPrP16	TRUE	0.128	0.139	0.139	
47	E	2	0.127	standard	0.128	1	MoPrP16	TRUE	0.128	0.13	0.13	
47	E	3	0.377	sample	88086.2	200	MoPrP16	TRUE	NA	88.782	88.782	
47	E	4	0.376	sample	88086.2	200	MoPrP16	TRUE	NA	88.525	88.525	
47	E	5	0.361	sample	88067.2	200	MoPrP16	TRUE	NA	84.67	84.67	
47	E	6	0.371	sample	88067.2	200	MoPrP16	TRUE	NA	87.237	87.237	
47	E	7	0.381	sample	88078.1	200	MoPrP16	TRUE	NA	89.814	89.814	
47	E	8	0.36	sample	88078.1	200	MoPrP16	TRUE	NA	84.414	84.414	
47	E	9	0.358	sample	88080.1	200	MoPrP16	TRUE	NA	83.902	83.902	
