plate	row	col	a450_bck	stype	detail	dilution	standard_curve	above_baseline	nominal	ngml	ngml_trunc	flag
222	A	1	2.5942	standard	5	1	MoPrP18	TRUE	5	4.819	4.819	
222	A	2	2.6844	standard	5	1	MoPrP18	TRUE	5	5.181	5	ULQ
222	A	3	1.4306	sample	124022.1	400	MoPrP18	TRUE	NA	735.394	735.394	
222	A	4	1.4736	sample	124022.1	400	MoPrP18	TRUE	NA	765.469	765.469	
222	A	5	0.8098	sample	123391.4	400	MoPrP18	TRUE	NA	364.671	364.671	
222	A	6	0.5926	sample	123391.4	400	MoPrP18	TRUE	NA	256.08	256.08	
222	A	7	0.4082	sample	MoPosHiQC	200	MoPrP18	TRUE	NA	84.773	84.773	
222	A	8	0.4341	sample	MoPosHiQC	200	MoPrP18	TRUE	NA	90.726	90.726	
222	B	1	1.5297	standard	2	1	MoPrP18	TRUE	2	2.014	2.014	
222	B	2	1.5236	standard	2	1	MoPrP18	TRUE	2	2.003	2.003	
222	B	3	1.3466	sample	124022.2	400	MoPrP18	TRUE	NA	678.573	678.573	
222	B	4	1.4484	sample	124022.2	400	MoPrP18	TRUE	NA	747.76	747.76	
222	B	5	0.5911	sample	123392.1	400	MoPrP18	TRUE	NA	255.358	255.358	
222	B	6	0.4465	sample	123392.1	400	MoPrP18	TRUE	NA	187.178	187.178	
222	B	7	0.19	sample	MoPosMidQC	200	MoPrP18	TRUE	NA	35.507	35.507	
222	B	8	0.2132	sample	MoPosMidQC	200	MoPrP18	TRUE	NA	40.723	40.723	
222	C	1	0.7134	standard	0.8	1	MoPrP18	TRUE	0.8	0.789	0.789	
222	C	2	0.7143	standard	0.8	1	MoPrP18	TRUE	0.8	0.79	0.79	
222	C	3	1.115	sample	124023.1	400	MoPrP18	TRUE	NA	533.727	533.727	
222	C	4	1.1409	sample	124023.1	400	MoPrP18	TRUE	NA	549.14	549.14	
222	C	5	0.6074	sample	123392.2	400	MoPrP18	TRUE	NA	263.227	263.227	
222	C	6	0.5508	sample	123392.2	400	MoPrP18	TRUE	NA	236.072	236.072	
222	C	7	0.098	sample	MoPosLoQC	200	MoPrP18	TRUE	NA	14.468	14.468	
222	C	8	0.1093	sample	MoPosLoQC	200	MoPrP18	TRUE	NA	17.112	17.112	
222	D	1	0.3137	standard	0.32	1	MoPrP18	TRUE	0.32	0.317	0.317	
222	D	2	0.3189	standard	0.32	1	MoPrP18	TRUE	0.32	0.322	0.322	
222	D	3	1.1791	sample	123400.1	400	MoPrP18	TRUE	NA	572.214	572.214	
222	D	4	1.2019	sample	123400.1	400	MoPrP18	TRUE	NA	586.186	586.186	
222	D	5	0.3993	sample	123395.1	400	MoPrP18	TRUE	NA	165.469	165.469	
222	D	6	0.4695	sample	123395.1	400	MoPrP18	TRUE	NA	197.844	197.844	
222	D	7	0.0581	sample	MoNeg	200	MoPrP18	TRUE	NA	4.756	4.756	
222	D	8	0.0574	sample	MoNeg	200	MoPrP18	TRUE	NA	4.575	4.575	
222	E	1	0.158	standard	0.128	1	MoPrP18	TRUE	0.128	0.141	0.141	
222	E	2	0.1601	standard	0.128	1	MoPrP18	TRUE	0.128	0.144	0.144	
222	E	3	1.3539	sample	123394.1	400	MoPrP18	TRUE	NA	683.414	683.414	
222	E	4	1.397	sample	123394.1	400	MoPrP18	TRUE	NA	712.367	712.367	
222	E	5	0.4948	sample	123395.3	400	MoPrP18	TRUE	NA	209.649	209.649	
222	E	6	0.4907	sample	123395.3	400	MoPrP18	TRUE	NA	207.731	207.731	
222	E	7	0.2155	sample	123398.3	400	MoPrP18	TRUE	NA	82.48	82.48	
222	E	8	0.2024	sample	123398.3	400	MoPrP18	TRUE	NA	76.593	76.593	
222	F	1	0.0822	standard	0.0512	1	MoPrP18	TRUE	0.0512	0.054	0.054	
222	F	2	0.0823	standard	0.0512	1	MoPrP18	TRUE	0.0512	0.054	0.054	
222	F	3	1.2369	sample	123398.5	400	MoPrP18	TRUE	NA	607.934	607.934	
222	F	4	1.2954	sample	123398.5	400	MoPrP18	TRUE	NA	645.122	645.122	
222	F	5	0.6891	sample	123397.1	400	MoPrP18	TRUE	NA	303.307	303.307	
222	F	6	0.7028	sample	123397.1	400	MoPrP18	TRUE	NA	310.138	310.138	
222	F	7	0.3022	sample	123398.4	400	MoPrP18	TRUE	NA	121.425	121.425	
222	F	8	0.2656	sample	123398.4	400	MoPrP18	TRUE	NA	104.968	104.968	
222	G	1	0.0546	standard	0.02048	1	MoPrP18	TRUE	0.02048	0.019	0.019	
222	G	2	0.0521	standard	0.02048	1	MoPrP18	TRUE	0.02048	0.016	0.02	LLQ
222	G	3	0.5802	sample	124024.2	400	MoPrP18	TRUE	NA	250.118	250.118	
222	G	4	0.6073	sample	124024.2	400	MoPrP18	TRUE	NA	263.178	263.178	
222	G	5	0.5679	sample	135014.3	400	MoPrP18	TRUE	NA	244.227	244.227	
222	G	6	0.6036	sample	135014.3	400	MoPrP18	TRUE	NA	261.389	261.389	
222	H	1	0.0313	standard	0	1	MoPrP18	FALSE	0	NA	0.02	LLQ
222	H	2	0.0361	standard	0	1	MoPrP18	TRUE	0	NA	0.02	LLQ
222	H	3	0.6194	sample	123391.3	400	MoPrP18	TRUE	NA	269.046	269.046	
222	H	4	0.607	sample	123391.3	400	MoPrP18	TRUE	NA	263.033	263.033	
222	H	5	0.1804	sample	123394.2	400	MoPrP18	TRUE	NA	66.687	66.687	
222	H	6	0.1838	sample	123394.2	400	MoPrP18	TRUE	NA	68.22	68.22	
