sample	standard_curve	ngml_av	se_mean	flag
85367.1	MoPrP16	470.256	2.37	
85367.2	MoPrP16	333.102	6.088	
85367.3	MoPrP16	636.641	3.593	
85367.4	MoPrP16	509.204	3.511	
85368.1	MoPrP16	181.137	7.977	
85368.2	MoPrP16	112.976	1.892	
85368.3	MoPrP16	199.994	3.818	
85369.2	MoPrP16	465.108	23.924	
85370.3	MoPrP16	171.38	0.593	
85371.1	MoPrP16	487.867	21.331	
85373.1	MoPrP16	256.926	0.295	
85374.1	MoPrP16	277.894	2.963	
85374.2	MoPrP16	503.054	18.148	
85374.3	MoPrP16	577.838	9.392	
85374.4	MoPrP16	646.668	0.807	
85376.1	MoPrP16	399.398	9.244	
85376.2	MoPrP16	563.25	0.74	
85376.3	MoPrP16	246.045	1.175	
85377.1	MoPrP16	219.649	1.759	
85377.2	MoPrP16	126.704	2.472	
85377.3	MoPrP16	261.64	3.242	
85377.4	MoPrP16	488.006	3.785	
85377.5	MoPrP16	768.096	33.533	
85378.1	MoPrP16	400.642	2.233	
85378.2	MoPrP16	334.008	3.35	
85378.3	MoPrP16	814.348	47.32	
85378.4	MoPrP16	810.33	12.504	
85379.1	MoPrP16	328.232	3.642	
85379.2	MoPrP16	439.22	5.929	
85379.3	MoPrP16	817.002	0	
85380.1	MoPrP16	319.154	5.436	
85380.2	MoPrP16	342.322	15.308	
85380.3	MoPrP16	638.878	21.607	
85380.4	MoPrP16	797.35	0.475	
85381.1	MoPrP16	337.071	7.628	
85382.1	MoPrP16	359.512	8.668	
85382.3	MoPrP16	529.487	13.245	
Mo Neg QC	MoPrP16	10.24	0	LLQ
Mo Pos Hi QC	MoPrP16	120.234	1.614	
Mo Pos Lo QC	MoPrP16	24.272	0.78	
Mo Pos Mid QC	MoPrP16	69.94	1.369	
