plate	row	col	a450_bck	stype	detail	dilution	standard_curve	above_baseline	nominal	ngml	ngml_trunc	flag
26	A	1	2.3391	standard	5	1	MoPrP16	TRUE	NA	4.77	4.77	
26	A	2	2.454	standard	5	1	MoPrP16	TRUE	NA	5.243	5	ULQ
26	A	3	2.1741	standard	5	1	HuPrP5	TRUE	5	5.017	5	ULQ
26	A	4	2.1658	standard	5	1	HuPrP5	TRUE	5	4.984	4.984	
26	A	5	0.3253	sample	72829.1	200	MoPrP16	TRUE	NA	103.993	103.993	
26	A	6	0.3274	sample	72829.1	200	MoPrP16	TRUE	NA	104.624	104.624	
26	A	7	0.2422	sample	73537.3	200	HuPrP5	TRUE	NA	80.564	80.564	
26	A	8	0.2557	sample	73537.3	200	HuPrP5	TRUE	NA	85.124	85.124	
26	A	9	0.3499	sample	75322.2	200	HuPrP5	TRUE	NA	116.807	116.807	
26	A	10	0.3611	sample	75322.2	200	HuPrP5	TRUE	NA	120.574	120.574	
26	A	11	0.364	sample	Mo Pos Hi QC	200	MoPrP16	TRUE	NA	115.556	115.556	
26	A	12	0.358	sample	Mo Pos Hi QC	200	MoPrP16	TRUE	NA	113.772	113.772	
26	B	1	1.2693	standard	2	1	MoPrP16	TRUE	NA	1.998	1.998	
26	B	2	1.2739	standard	2	1	MoPrP16	TRUE	NA	2.007	2.007	
26	B	3	1.1387	standard	2	1	HuPrP5	TRUE	2	2.045	2.045	
26	B	4	1.0959	standard	2	1	HuPrP5	TRUE	2	1.954	1.954	
26	B	5	0.3344	sample	72829.2	200	MoPrP16	TRUE	NA	106.724	106.724	
26	B	6	0.3082	sample	72829.2	200	MoPrP16	TRUE	NA	98.837	98.837	
26	B	7	0.227	sample	73538.1	200	HuPrP5	TRUE	NA	75.417	75.417	
26	B	8	0.2289	sample	73538.1	200	HuPrP5	TRUE	NA	76.061	76.061	
26	B	9	0.2706	sample	73542.4	200	MoPrP16	TRUE	NA	87.364	87.364	
26	B	10	0.3092	sample	73542.4	200	MoPrP16	TRUE	NA	99.139	99.139	
26	B	11	0.1592	sample	Mo Pos Mid QC	200	MoPrP16	TRUE	NA	51.497	51.497	
26	B	12	0.1625	sample	Mo Pos Mid QC	200	MoPrP16	TRUE	NA	52.624	52.624	
26	C	1	0.5104	standard	0.8	1	MoPrP16	TRUE	NA	0.793	0.793	
26	C	2	0.5118	standard	0.8	1	MoPrP16	TRUE	NA	0.795	0.795	
26	C	3	0.4799	standard	0.8	1	HuPrP5	TRUE	0.8	0.804	0.804	
26	C	4	0.4767	standard	0.8	1	HuPrP5	TRUE	0.8	0.798	0.798	
26	C	5	0.135	sample	73525.3	200	HuPrP5	TRUE	NA	43.691	43.691	
26	C	6	0.1328	sample	73525.3	200	HuPrP5	TRUE	NA	42.913	42.913	
26	C	7	1.5019	sample	73956.1	200	HuPrP5	TRUE	NA	577.956	577.956	
26	C	8	1.5988	sample	73956.1	200	HuPrP5	TRUE	NA	628.765	628.765	
26	C	9	0.0337	sample	73523.1	200	MoPrP16	TRUE	NA	NA	10.24	LLQ
26	C	10	0.0323	sample	73523.1	200	MoPrP16	TRUE	NA	NA	10.24	LLQ
26	C	11	0.0818	sample	Mo Pos Lo QC	200	MoPrP16	TRUE	NA	22.556	22.556	
26	C	12	0.0844	sample	Mo Pos Lo QC	200	MoPrP16	TRUE	NA	23.654	23.654	
26	D	1	0.1998	standard	0.32	1	MoPrP16	TRUE	NA	0.325	0.325	
26	D	2	0.2038	standard	0.32	1	MoPrP16	TRUE	NA	0.332	0.332	
26	D	3	0.1946	standard	0.32	1	HuPrP5	TRUE	0.32	0.322	0.322	
26	D	4	0.1919	standard	0.32	1	HuPrP5	TRUE	0.32	0.317	0.317	
26	D	5	0.1844	sample	75321.1	200	MoPrP16	TRUE	NA	59.969	59.969	
26	D	6	0.194	sample	75321.1	200	MoPrP16	TRUE	NA	63.127	63.127	
26	D	7	0.2725	sample	73538.3	200	HuPrP5	TRUE	NA	90.786	90.786	
26	D	8	0.28	sample	73538.3	200	HuPrP5	TRUE	NA	93.311	93.311	
26	D	9	0.2725	sample	73523.2	200	HuPrP5	TRUE	NA	90.786	90.786	
26	D	10	0.2677	sample	73523.2	200	HuPrP5	TRUE	NA	89.169	89.169	
26	D	11	0.0544	sample	Mo Neg QC	200	MoPrP16	TRUE	NA	9.611	9.611	
26	D	12	0.0529	sample	Mo Neg QC	200	MoPrP16	TRUE	NA	8.778	8.778	
26	E	1	0.0877	standard	0.128	1	MoPrP16	TRUE	NA	0.125	0.125	
