plate	row	col	a450_bck	stype	detail	dilution	standard_curve	above_baseline	nominal	ngml	ngml_trunc	flag
87	A	1	2.598	standard	5	1	MoPrP16	TRUE	5	5.061	5	ULQ
87	A	2	2.581	standard	5	1	MoPrP16	TRUE	5	4.962	4.962	
87	A	3	1.254	sample	97824.1	400	MoPrP16	TRUE	NA	622.845	622.845	
87	A	4	1.356	sample	97824.1	400	MoPrP16	TRUE	NA	679.311	679.311	
87	A	5	1.989	sample	97826.4	400	MoPrP16	TRUE	NA	1135.225	1135.225	
87	A	6	2.012	sample	97826.4	400	MoPrP16	TRUE	NA	1157.108	1157.108	
87	A	7	2.438	sample	97830.4	400	MoPrP16	TRUE	NA	1701.993	1701.993	
87	A	8	2.497	sample	97830.4	400	MoPrP16	TRUE	NA	1809.501	1809.501	
87	A	9	2.634	sample	97831.3	400	MoPrP16	TRUE	NA	2112.677	2000	ULQ
87	A	10	2.595	sample	97831.3	400	MoPrP16	TRUE	NA	2017.296	2000	ULQ
87	A	11	1.02	sample	MoPosHiQC	200	MoPrP16	TRUE	NA	251.549	251.549	
87	A	12	0.918	sample	MoPosHiQC	200	MoPrP16	TRUE	NA	227.037	227.037	
87	B	1	1.578	standard	2	1	MoPrP16	TRUE	2	2.037	2.037	
87	B	2	1.516	standard	2	1	MoPrP16	TRUE	2	1.937	1.937	
87	B	3	1.062	sample	97824.2	400	MoPrP16	TRUE	NA	523.763	523.763	
87	B	4	1.09	sample	97824.2	400	MoPrP16	TRUE	NA	537.719	537.719	
87	B	5	1.96	sample	97826.5	400	MoPrP16	TRUE	NA	1108.382	1108.382	
87	B	6	1.849	sample	97826.5	400	MoPrP16	TRUE	NA	1012.571	1012.571	
87	B	7	2.368	sample	97830.5	400	MoPrP16	TRUE	NA	1587.91	1587.91	
87	B	8	2.528	sample	97830.5	400	MoPrP16	TRUE	NA	1870.889	1870.889	
87	B	9	2.626	sample	97832.1	400	MoPrP16	TRUE	NA	2092.426	2000	ULQ
87	B	10	2.571	sample	97832.1	400	MoPrP16	TRUE	NA	1962.505	1962.505	
87	B	11	0.6	sample	MoPosMidQC	200	MoPrP16	TRUE	NA	153.737	153.737	
87	B	12	0.544	sample	MoPosMidQC	200	MoPrP16	TRUE	NA	140.908	140.908	
87	C	1	0.621	standard	0.8	1	MoPrP16	TRUE	0.8	0.793	0.793	
87	C	2	0.681	standard	0.8	1	MoPrP16	TRUE	0.8	0.861	0.861	
87	C	5	1.745	sample	97829.2	400	MoPrP16	TRUE	NA	931.349	931.349	
87	C	6	1.718	sample	97829.2	400	MoPrP16	TRUE	NA	911.424	911.424	
87	C	7	2.306	sample	97831.1	400	MoPrP16	TRUE	NA	1497.007	1497.007	
87	C	8	2.285	sample	97831.1	400	MoPrP16	TRUE	NA	1468.091	1468.091	
87	C	9	2.441	sample	97832.2	400	MoPrP16	TRUE	NA	1707.19	1707.19	
87	C	10	2.441	sample	97832.2	400	MoPrP16	TRUE	NA	1707.19	1707.19	
87	C	11	0.186	sample	MoPosLoQC	200	MoPrP16	TRUE	NA	49.685	49.685	
87	C	12	0.171	sample	MoPosLoQC	200	MoPrP16	TRUE	NA	44.785	44.785	
87	D	1	0.189	standard	0.32	1	MoPrP16	TRUE	0.32	0.253	0.253	
87	D	2	0.206	standard	0.32	1	MoPrP16	TRUE	0.32	0.28	0.28	
87	D	3	1.313	sample	97839.2	400	MoPrP16	TRUE	NA	655.132	655.132	
87	D	4	1.358	sample	97839.2	400	MoPrP16	TRUE	NA	680.45	680.45	
87	D	5	2.135	sample	87019.4	400	MoPrP16	TRUE	NA	1284.231	1284.231	
87	D	6	2.269	sample	87019.4	400	MoPrP16	TRUE	NA	1446.642	1446.642	
87	D	7	2.434	sample	96725.1	400	MoPrP16	TRUE	NA	1695.105	1695.105	
87	D	8	2.363	sample	96725.1	400	MoPrP16	TRUE	NA	1580.251	1580.251	
87	D	9	2.302	sample	87023.1	400	MoPrP16	TRUE	NA	1491.43	1491.43	
87	D	10	2.267	sample	87023.1	400	MoPrP16	TRUE	NA	1443.996	1443.996	
87	D	11	0.095	sample	MoNeg	200	MoPrP16	TRUE	NA	12.664	10.24	LLQ
87	D	12	0.101	sample	MoNeg	200	MoPrP16	TRUE	NA	16.232	16.232	
87	E	1	0.119	standard	0.128	1	MoPrP16	TRUE	0.128	0.126	0.126	
87	E	2	0.124	standard	0.128	1	MoPrP16	TRUE	0.128	0.136	0.136	
87	E	3	1.403	sample	95041.1	400	MoPrP16	TRUE	NA	706.421	706.421	
87	E	4	1.494	sample	95041.1	400	MoPrP16	TRUE	NA	761.154	761.154	
87	E	5	2.084	sample	87019.5	400	MoPrP16	TRUE	NA	1229.315	1229.315	
87	E	6	2.19	sample	87019.5	400	MoPrP16	TRUE	NA	1347.451	1347.451	
87	E	7	2.482	sample	87022.2	400	MoPrP16	TRUE	NA	1781.065	1781.065	
87	E	8	2.457	sample	87022.2	400	MoPrP16	TRUE	NA	1735.377	1735.377	
87	E	9	2.495	sample	95042.1	400	MoPrP16	TRUE	NA	1805.663	1805.663	
87	E	10	2.398	sample	95042.1	400	MoPrP16	TRUE	NA	1635.184	1635.184	
87	E	11	2.333	sample	95042.2	400	MoPrP16	TRUE	NA	1535.534	1535.534	
87	E	12	2.441	sample	95042.2	400	MoPrP16	TRUE	NA	1707.19	1707.19	
87	F	1	0.109	standard	0.0512	1	MoPrP16	TRUE	0.0512	0.102	0.102	
87	F	2	0.109	standard	0.0512	1	MoPrP16	TRUE	0.0512	0.102	0.102	
87	F	3	1.474	sample	97838.2	400	MoPrP16	TRUE	NA	748.854	748.854	
87	F	4	1.546	sample	97838.2	400	MoPrP16	TRUE	NA	793.908	793.908	
87	F	5	2.018	sample	97827.1	400	MoPrP16	TRUE	NA	1162.907	1162.907	
87	F	6	2.148	sample	97827.1	400	MoPrP16	TRUE	NA	1298.782	1298.782	
87	F	7	2.603	sample	87022.3	400	MoPrP16	TRUE	NA	2036.195	2000	ULQ
87	F	8	2.613	sample	87022.3	400	MoPrP16	TRUE	NA	2060.29	2000	ULQ
87	F	9	2.124	sample	87026.3	400	MoPrP16	TRUE	NA	1272.1	1272.1	
87	F	10	2.093	sample	87026.3	400	MoPrP16	TRUE	NA	1238.765	1238.765	
87	F	11	1.898	sample	87027.1	400	MoPrP16	TRUE	NA	1053.589	1053.589	
87	F	12	2.014	sample	87027.1	400	MoPrP16	TRUE	NA	1159.037	1159.037	
87	G	1	0.094	standard	0.02048	1	MoPrP16	TRUE	0.02048	0.06	0.051	LLQ
87	G	2	0.091	standard	0.02048	1	MoPrP16	FALSE	0.02048	0.05	0.051	LLQ
87	G	3	1.625	sample	87020.3	400	MoPrP16	TRUE	NA	846.001	846.001	
87	G	4	1.616	sample	87020.3	400	MoPrP16	TRUE	NA	839.914	839.914	
87	G	5	1.616	sample	97837.1	400	MoPrP16	TRUE	NA	839.914	839.914	
87	G	6	1.684	sample	97837.1	400	MoPrP16	TRUE	NA	886.95	886.95	
87	G	7	1.636	sample	97837.2	400	MoPrP16	TRUE	NA	853.496	853.496	
87	G	8	1.6	sample	97837.2	400	MoPrP16	TRUE	NA	829.193	829.193	
87	G	9	2.021	sample	87026.4	400	MoPrP16	TRUE	NA	1165.82	1165.82	
87	G	10	1.954	sample	87026.4	400	MoPrP16	TRUE	NA	1102.928	1102.928	
87	G	11	1.292	sample	95043.3	400	MoPrP16	TRUE	NA	643.526	643.526	
87	G	12	1.333	sample	95043.3	400	MoPrP16	TRUE	NA	666.307	666.307	
87	H	1	0.093	standard	0	1	MoPrP16	TRUE	0	0.057	0.051	LLQ
87	H	2	0.092	standard	0	1	MoPrP16	FALSE	0	0.053	0.051	LLQ
87	H	3	1.002	sample	MoPosHiQC-bot	200	MoPrP16	TRUE	NA	247.166	247.166	
87	H	4	0.999	sample	MoPosHiQC-bot	200	MoPrP16	TRUE	NA	246.438	246.438	
87	H	5	0.665	sample	MoPosMidQC-bot	200	MoPrP16	TRUE	NA	168.561	168.561	
87	H	6	0.697	sample	MoPosMidQC-bot	200	MoPrP16	TRUE	NA	175.86	175.86	
87	H	7	0.224	sample	MoPosLoQC-bot	200	MoPrP16	TRUE	NA	61.251	61.251	
87	H	8	0.22	sample	MoPosLoQC-bot	200	MoPrP16	TRUE	NA	60.08	60.08	
