plate	row	col	a450_bck	stype	detail	dilution	standard_curve	above_baseline	nominal	ngml	ngml_trunc	flag
49	A	1	1.565	standard	5	1	MoPrP16	TRUE	5	5.033	5	ULQ
49	A	2	1.555	standard	5	1	MoPrP16	TRUE	5	4.972	4.972	
49	A	3	0.3	sample	88076.1	200	MoPrP16	TRUE	NA	130.938	130.938	
49	A	4	0.299	sample	88076.1	200	MoPrP16	TRUE	NA	130.487	130.487	
49	A	5	0.322	sample	88075.2	200	MoPrP16	TRUE	NA	140.864	140.864	
49	A	6	0.302	sample	88075.2	200	MoPrP16	TRUE	NA	131.839	131.839	
49	A	7	0.291	sample	88082.1	200	MoPrP16	TRUE	NA	126.886	126.886	
49	A	8	0.316	sample	88082.1	200	MoPrP16	TRUE	NA	138.154	138.154	
49	A	9	0.247	sample	88073.1	200	MoPrP16	TRUE	NA	107.11	107.11	
49	A	10	0.234	sample	88073.1	200	MoPrP16	TRUE	NA	101.267	101.267	
49	A	11	0.166	sample	88074.2	200	MoPrP16	TRUE	NA	70.479	70.479	
49	A	12	0.177	sample	88074.2	200	MoPrP16	TRUE	NA	75.504	75.504	
49	B	1	0.844	standard	2	1	MoPrP16	TRUE	2	2.024	2.024	
49	B	2	0.823	standard	2	1	MoPrP16	TRUE	2	1.963	1.963	
49	B	3	0.277	sample	88076.2	200	MoPrP16	TRUE	NA	120.589	120.589	
49	B	4	0.282	sample	88076.2	200	MoPrP16	TRUE	NA	122.837	122.837	
49	B	5	0.312	sample	88075.3	200	MoPrP16	TRUE	NA	136.348	136.348	
49	B	6	0.308	sample	88075.3	200	MoPrP16	TRUE	NA	134.544	134.544	
49	B	7	0.276	sample	88082.2	200	MoPrP16	TRUE	NA	120.14	120.14	
49	B	8	0.294	sample	88082.2	200	MoPrP16	TRUE	NA	128.236	128.236	
49	B	9	0.22	sample	88073.2	200	MoPrP16	TRUE	NA	94.967	94.967	
49	B	10	0.218	sample	88073.2	200	MoPrP16	TRUE	NA	94.066	94.066	
49	B	11	0.188	sample	88084.3	200	MoPrP16	TRUE	NA	80.506	80.506	
49	B	12	0.167	sample	88084.3	200	MoPrP16	TRUE	NA	70.937	70.937	
49	C	1	0.377	standard	0.8	1	MoPrP16	TRUE	0.8	0.829	0.829	
49	C	2	0.364	standard	0.8	1	MoPrP16	TRUE	0.8	0.8	0.8	
49	C	3	0.305	sample	88076.3	200	MoPrP16	TRUE	NA	133.191	133.191	
49	C	4	0.317	sample	88076.3	200	MoPrP16	TRUE	NA	138.605	138.605	
49	C	5	0.335	sample	88085.3	200	MoPrP16	TRUE	NA	146.747	146.747	
49	C	6	0.341	sample	88085.3	200	MoPrP16	TRUE	NA	149.468	149.468	
49	C	7	0.27	sample	88072.1	200	MoPrP16	TRUE	NA	117.443	117.443	
49	C	8	0.287	sample	88072.1	200	MoPrP16	TRUE	NA	125.086	125.086	
49	C	9	0.243	sample	88073.3	200	MoPrP16	TRUE	NA	105.313	105.313	
49	C	10	0.255	sample	88073.3	200	MoPrP16	TRUE	NA	110.704	110.704	
49	C	11	0.188	sample	88085.1	200	MoPrP16	TRUE	NA	80.506	80.506	
49	C	12	0.179	sample	88085.1	200	MoPrP16	TRUE	NA	76.415	76.415	
49	D	1	0.145	standard	0.32	1	MoPrP16	TRUE	0.32	0.304	0.304	
49	D	2	0.144	standard	0.32	1	MoPrP16	TRUE	0.32	0.302	0.302	
49	D	3	0.289	sample	84065.1	200	MoPrP16	TRUE	NA	125.986	125.986	
49	D	4	0.296	sample	84065.1	200	MoPrP16	TRUE	NA	129.136	129.136	
49	D	5	0.318	sample	88071.1	200	MoPrP16	TRUE	NA	139.057	139.057	
49	D	6	0.308	sample	88071.1	200	MoPrP16	TRUE	NA	134.544	134.544	
49	D	7	0.248	sample	88072.2	200	MoPrP16	TRUE	NA	107.56	107.56	
49	D	8	0.231	sample	88072.2	200	MoPrP16	TRUE	NA	99.918	99.918	
49	D	9	0.261	sample	88083.3	200	MoPrP16	TRUE	NA	113.4	113.4	
49	D	10	0.252	sample	88083.3	200	MoPrP16	TRUE	NA	109.357	109.357	
49	D	11	0.175	sample	88085.2	200	MoPrP16	TRUE	NA	74.592	74.592	
49	D	12	0.174	sample	88085.2	200	MoPrP16	TRUE	NA	74.136	74.136	
49	E	1	0.072	standard	0.128	1	MoPrP16	TRUE	0.128	0.127	0.127	
49	E	2	0.071	standard	0.128	1	MoPrP16	TRUE	0.128	0.124	0.124	
49	E	3	0.321	sample	88086.2	200	MoPrP16	TRUE	NA	140.412	140.412	
49	E	4	0.326	sample	88086.2	200	MoPrP16	TRUE	NA	142.673	142.673	
49	E	5	0.32	sample	88071.2	200	MoPrP16	TRUE	NA	139.96	139.96	
49	E	6	0.319	sample	88071.2	200	MoPrP16	TRUE	NA	139.509	139.509	
49	E	7	0.2	sample	88072.3	200	MoPrP16	TRUE	NA	85.942	85.942	
49	E	8	0.2	sample	88072.3	200	MoPrP16	TRUE	NA	85.942	85.942	
49	E	9	0.218	sample	88084.1	200	MoPrP16	TRUE	NA	94.066	94.066	
49	E	10	0.21	sample	88084.1	200	MoPrP16	TRUE	NA	90.459	90.459	
49	E	11	1.856	sample	5	1	MoPrP16	TRUE	NA	7.253	5	ULQ
49	E	12	1.846	sample	5	1	MoPrP16	TRUE	NA	7.158	5	ULQ
49	F	1	0.044	standard	0.0512	1	MoPrP16	TRUE	0.0512	0.049	0.051	LLQ
49	F	2	0.053	standard	0.0512	1	MoPrP16	TRUE	0.0512	0.076	0.076	
49	F	3	0.249	sample	88086.3	200	MoPrP16	TRUE	NA	108.009	108.009	
49	F	4	0.24	sample	88086.3	200	MoPrP16	TRUE	NA	103.965	103.965	
49	F	5	0.333	sample	88071.3	200	MoPrP16	TRUE	NA	145.841	145.841	
49	F	6	0.331	sample	88071.3	200	MoPrP16	TRUE	NA	144.936	144.936	
49	F	7	0.249	sample	88082.3	200	MoPrP16	TRUE	NA	108.009	108.009	
49	F	8	0.235	sample	88082.3	200	MoPrP16	TRUE	NA	101.717	101.717	
49	F	9	0.302	sample	88084.2	200	MoPrP16	TRUE	NA	131.839	131.839	
49	F	10	0.288	sample	88084.2	200	MoPrP16	TRUE	NA	125.536	125.536	
49	F	11	1.122	sample	2	1	MoPrP16	TRUE	NA	2.939	2.939	
49	F	12	1.111	sample	2	1	MoPrP16	TRUE	NA	2.899	2.899	
49	G	1	0.029	standard	0	1	MoPrP16	TRUE	0	NA	0.051	LLQ
49	G	2	0.025	standard	0	1	MoPrP16	FALSE	0	NA	0.051	LLQ
49	G	3	0.332	sample	88074.3	200	MoPrP16	TRUE	NA	145.388	145.388	
49	G	4	0.334	sample	88074.3	200	MoPrP16	TRUE	NA	146.294	146.294	
49	G	5	0.288	sample	88081.3	200	MoPrP16	TRUE	NA	125.536	125.536	
49	G	6	0.297	sample	88081.3	200	MoPrP16	TRUE	NA	129.587	129.587	
49	G	7	0.246	sample	88083.2	200	MoPrP16	TRUE	NA	106.661	106.661	
49	G	8	0.238	sample	88083.2	200	MoPrP16	TRUE	NA	103.066	103.066	
49	G	9	0.248	sample	88074.1	200	MoPrP16	TRUE	NA	107.56	107.56	
49	G	10	0.242	sample	88074.1	200	MoPrP16	TRUE	NA	104.864	104.864	
49	G	11	0.521	sample	0.8	1	MoPrP16	TRUE	NA	1.167	1.167	
49	G	12	0.457	sample	0.8	1	MoPrP16	TRUE	NA	1.015	1.015	
49	H	1	0.303	sample	Mo Pos Hi QC	200	MoPrP16	TRUE	NA	132.29	132.29	
49	H	2	0.319	sample	Mo Pos Hi QC	200	MoPrP16	TRUE	NA	139.509	139.509	
49	H	3	0.163	sample	Mo Pos Mid QC	200	MoPrP16	TRUE	NA	69.104	69.104	
49	H	4	0.171	sample	Mo Pos Mid QC	200	MoPrP16	TRUE	NA	72.766	72.766	
49	H	5	0.064	sample	Mo Pos Lo QC	200	MoPrP16	TRUE	NA	21.171	21.171	
49	H	6	0.062	sample	Mo Pos Lo QC	200	MoPrP16	TRUE	NA	20.094	20.094	
49	H	7	0.026	sample	Mo Neg QC	200	MoPrP16	FALSE	NA	NA	10.24	LLQ
49	H	8	0.027	sample	Mo Neg QC	200	MoPrP16	TRUE	NA	NA	10.24	LLQ
49	H	9	0.233	sample	0.32	1	MoPrP16	TRUE	NA	0.504	0.504	
49	H	10	0.226	sample	0.32	1	MoPrP16	TRUE	NA	0.488	0.488	
49	H	11	0.333	sample	0.128	1	MoPrP16	TRUE	NA	0.729	0.729	
49	H	12	0.127	sample	0.128	1	MoPrP16	TRUE	NA	0.262	0.262	
