plate	row	col	a450_bck	stype	detail	dilution	standard_curve	above_baseline	nominal	ngml	ngml_trunc	flag
126	A	1	2.344	standard	5	1	MoPrP16	TRUE	5	5.143	5	ULQ
126	A	2	2.312	standard	5	1	MoPrP16	TRUE	5	4.863	4.863	
126	A	3	0.544	sample	107266.1	400	MoPrP16	TRUE	NA	177.586	177.586	
126	A	4	0.55	sample	107266.1	400	MoPrP16	TRUE	NA	179.759	179.759	
126	A	5	0.656	sample	107270.3	400	MoPrP16	TRUE	NA	219.168	219.168	
126	A	6	0.648	sample	107270.3	400	MoPrP16	TRUE	NA	216.121	216.121	
126	A	7	1.939	sample	111030.2	400	MoPrP16	TRUE	NA	1129.662	1129.662	
126	A	8	1.971	sample	111030.2	400	MoPrP16	TRUE	NA	1177.349	1177.349	
126	B	1	1.66	standard	2	1	MoPrP16	TRUE	2	2.01	2.01	
126	B	2	1.651	standard	2	1	MoPrP16	TRUE	2	1.989	1.989	
126	B	3	0.55	sample	107266.2	400	MoPrP16	TRUE	NA	179.759	179.759	
126	B	4	0.555	sample	107266.2	400	MoPrP16	TRUE	NA	181.574	181.574	
126	B	5	0.832	sample	107272.1	400	MoPrP16	TRUE	NA	289.892	289.892	
126	B	6	0.815	sample	107272.1	400	MoPrP16	TRUE	NA	282.721	282.721	
126	B	7	1.895	sample	111030.3	400	MoPrP16	TRUE	NA	1068.314	1068.314	
126	B	8	1.926	sample	111030.3	400	MoPrP16	TRUE	NA	1111.05	1111.05	
126	C	1	0.91	standard	0.8	1	MoPrP16	TRUE	0.8	0.81	0.81	
126	C	2	0.894	standard	0.8	1	MoPrP16	TRUE	0.8	0.792	0.792	
126	C	3	0.487	sample	107265.1	400	MoPrP16	TRUE	NA	157.213	157.213	
126	C	4	0.493	sample	107265.1	400	MoPrP16	TRUE	NA	159.336	159.336	
126	C	5	0.6	sample	111033.4	400	MoPrP16	TRUE	NA	198.095	198.095	
126	C	6	0.585	sample	111033.4	400	MoPrP16	TRUE	NA	192.549	192.549	
126	C	7	0.791	sample	MoPosHiQC	200	MoPrP16	TRUE	NA	136.366	136.366	
126	C	8	0.779	sample	MoPosHiQC	200	MoPrP16	TRUE	NA	133.897	133.897	
126	D	1	0.402	standard	0.32	1	MoPrP16	TRUE	0.32	0.319	0.319	
126	D	2	0.4	standard	0.32	1	MoPrP16	TRUE	0.32	0.317	0.317	
126	D	3	0.567	sample	111033.1	400	MoPrP16	TRUE	NA	185.946	185.946	
126	D	4	0.56	sample	111033.1	400	MoPrP16	TRUE	NA	183.393	183.393	
126	D	5	0.637	sample	111033.5	400	MoPrP16	TRUE	NA	211.951	211.951	
126	D	6	0.655	sample	111033.5	400	MoPrP16	TRUE	NA	218.787	218.787	
126	D	7	0.429	sample	MoPosMidQC	200	MoPrP16	TRUE	NA	68.458	68.458	
126	D	8	0.431	sample	MoPosMidQC	200	MoPrP16	TRUE	NA	68.805	68.805	
126	E	1	0.181	standard	0.128	1	MoPrP16	TRUE	0.128	0.131	0.131	
126	E	2	0.182	standard	0.128	1	MoPrP16	TRUE	0.128	0.131	0.131	
126	E	3	0.597	sample	111033.2	400	MoPrP16	TRUE	NA	196.983	196.983	
126	E	4	0.617	sample	111033.2	400	MoPrP16	TRUE	NA	204.43	204.43	
126	E	5	1.892	sample	107267.1	400	MoPrP16	TRUE	NA	1064.296	1064.296	
126	E	6	1.861	sample	107267.1	400	MoPrP16	TRUE	NA	1023.931	1023.931	
126	E	7	0.16	sample	MoPosLoQC	200	MoPrP16	TRUE	NA	22.437	22.437	
126	E	8	0.155	sample	MoPosLoQC	200	MoPrP16	TRUE	NA	21.552	21.552	
126	F	1	0.091	standard	0.0512	1	MoPrP16	TRUE	0.0512	0.048	0.048	
126	F	2	0.093	standard	0.0512	1	MoPrP16	TRUE	0.0512	0.05	0.05	
126	F	3	0.55	sample	111033.3	400	MoPrP16	TRUE	NA	179.759	179.759	
126	F	4	0.534	sample	111033.3	400	MoPrP16	TRUE	NA	173.977	173.977	
126	F	5	1.893	sample	107267.2	400	MoPrP16	TRUE	NA	1065.633	1065.633	
126	F	6	1.856	sample	107267.2	400	MoPrP16	TRUE	NA	1017.61	1017.61	
126	F	7	0.043	sample	MoNeg	200	MoPrP16	TRUE	NA	NA	10.24	LLQ
126	F	8	0.045	sample	MoNeg	200	MoPrP16	TRUE	NA	NA	10.24	LLQ
126	G	1	0.051	standard	0.02048	1	MoPrP16	TRUE	0.02048	0.002	0.051	LLQ
126	G	2	0.056	standard	0.02048	1	MoPrP16	TRUE	0.02048	0.01	0.051	LLQ
126	G	3	0.618	sample	107270.1	400	MoPrP16	TRUE	NA	204.804	204.804	
126	G	4	0.643	sample	107270.1	400	MoPrP16	TRUE	NA	214.222	214.222	
126	G	5	0.639	sample	107273.1	400	MoPrP16	TRUE	NA	212.707	212.707	
126	G	6	0.632	sample	107273.1	400	MoPrP16	TRUE	NA	210.063	210.063	
126	H	1	0.03	standard	0	1	MoPrP16	TRUE	0	NA	0.051	LLQ
126	H	2	0.026	standard	0	1	MoPrP16	FALSE	0	NA	0.051	LLQ
126	H	3	0.695	sample	107270.2	400	MoPrP16	TRUE	NA	234.216	234.216	
126	H	4	0.687	sample	107270.2	400	MoPrP16	TRUE	NA	231.103	231.103	
126	H	5	1.748	sample	111030.1	400	MoPrP16	TRUE	NA	892.457	892.457	
126	H	6	1.763	sample	111030.1	400	MoPrP16	TRUE	NA	908.642	908.642	
