sample	standard_curve	ngml_av	se_mean	flag
69823.1	HuPrP5	740.577	17.792	
69823.3	HuPrP5	485.456	8.972	
71636.4	HuPrP5	254.412	5.041	
72808.1	HuPrP5	352.464	8.907	
72829.3	MoPrP16	8.128	2.112	
73523.3	HuPrP5	161.394	2.243	
73524.2	HuPrP5	47.127	0.558	
73524.3	HuPrP5	49.811	0.463	
73525.1	HuPrP5	47.957	0.055	
73525.2	HuPrP5	50.848	0.765	
73537.2	HuPrP5	124.475	2.754	
73538.2	HuPrP5	109.831	4.117	
73539.4	HuPrP5	282.888	8.377	
73539.5	HuPrP5	169.445	3.71	
73542.5	MoPrP16	126.475	1.325	
73545.3	MoPrP16	150.054	2.701	
73956.2	HuPrP5	815.901	14.45	
73956.3	HuPrP5	747.361	27.158	
74431.1	HuPrP5	429.169	16.899	
74432.2	HuPrP5	595.245	8.923	
74432.3	HuPrP5	287.85	6.242	
75321.3	MoPrP16	10.215	0.026	
75322.3	HuPrP5	146.808	3.126	
Mo Neg QC	MoPrP16	20.371	1.39	
Mo Pos Hi QC	MoPrP16	139.784	3.966	
Mo Pos Lo QC	MoPrP16	30.373	0.573	
Mo Pos Mid QC	MoPrP16	75.214	0.337	
