sample	standard_curve	ngml_av	se_mean	flag
118409.2	MoPrP18	929.462	104.963	
118409.4	MoPrP18	844.993	8.666	
118410.1	MoPrP18	261.733	5.03	
118410.3	MoPrP18	284.77	3.87	
118411.2	MoPrP18	936.678	60.583	
118412.1	MoPrP18	338.502	12.553	
118412.3	MoPrP18	261.506	3.429	
122145.3	MoPrP18	127.779	1.26	
122950.1	MoPrP18	53.38	2.934	
122951.3	MoPrP18	54.796	0.692	
122958.2	MoPrP18	158.422	0.683	
122959.1	MoPrP18	134.18	1.712	
122959.4	MoPrP18	129.725	0.686	
123088.2	MoPrP18	59.579	0.54	
123102.2	MoPrP18	125.257	0.115	
123670.1	MoPrP18	54.377	1.11	
123670.3	MoPrP18	54.064	3.618	
123672.1	MoPrP18	40.699	1.535	
123672.3	MoPrP18	44.781	0.445	
123672.4	MoPrP18	105.184	6.104	
123676.1	MoPrP18	855.104	14.14	
125068.1	MoPrP18	107.436	1.053	
125068.3	MoPrP18	117.065	6.011	
MoNeg	MoPrP18	9.873	0	
MoPosHiQC	MoPrP18	142.158	2.162	
MoPosLoQC	MoPrP18	27.394	0.178	
MoPosMidQC	MoPrP18	86.955	0.609	
