plate	row	col	a450_bck	stype	detail	dilution	standard_curve	above_baseline	nominal	ngml	ngml_trunc	flag
224	A	1	2.6659	standard	5	1	MoPrP18	TRUE	5	4.844	4.844	
224	A	2	2.7035	standard	5	1	MoPrP18	TRUE	5	5.144	5	ULQ
224	A	3	0.9824	sample	124024.1	400	MoPrP18	TRUE	NA	260.57	260.57	
224	A	4	0.9949	sample	124024.1	400	MoPrP18	TRUE	NA	264.933	264.933	
224	A	5	1.1605	sample	123413.1	400	MoPrP18	TRUE	NA	326.6	326.6	
224	A	6	0.9667	sample	123413.1	400	MoPrP18	TRUE	NA	255.144	255.144	
224	A	7	0.1167	sample	123397.3	400	MoPrP18	TRUE	NA	21.853	21.853	
224	A	8	0.1317	sample	123397.3	400	MoPrP18	TRUE	NA	25.451	25.451	
224	B	1	1.959	standard	2	1	MoPrP18	TRUE	2	1.982	1.982	
224	B	2	1.9822	standard	2	1	MoPrP18	TRUE	2	2.034	2.034	
224	B	3	1.0552	sample	123391.2	400	MoPrP18	TRUE	NA	286.528	286.528	
224	B	4	1.0915	sample	123391.2	400	MoPrP18	TRUE	NA	299.988	299.988	
224	B	5	0.4109	sample	123392.3	400	MoPrP18	TRUE	NA	93.021	93.021	
224	B	6	0.2731	sample	123392.3	400	MoPrP18	TRUE	NA	59.166	59.166	
224	B	7	0.3193	sample	MoPosHiQC	200	MoPrP18	TRUE	NA	35.174	35.174	
224	B	8	0.3452	sample	MoPosHiQC	200	MoPrP18	TRUE	NA	38.342	38.342	
224	C	1	1.1666	standard	0.8	1	MoPrP18	TRUE	0.8	0.823	0.823	
224	C	2	1.1139	standard	0.8	1	MoPrP18	TRUE	0.8	0.771	0.771	
224	C	3	0.9846	sample	123393.2	400	MoPrP18	TRUE	NA	261.335	261.335	
224	C	4	0.9974	sample	123393.2	400	MoPrP18	TRUE	NA	265.81	265.81	
224	C	5	0.3307	sample	123395.2	400	MoPrP18	TRUE	NA	73.131	73.131	
224	C	6	0.2905	sample	123395.2	400	MoPrP18	TRUE	NA	63.361	63.361	
224	C	7	0.1611	sample	MoPosMidQC	200	MoPrP18	TRUE	NA	16.23	16.23	
224	C	8	0.1616	sample	MoPosMidQC	200	MoPrP18	TRUE	NA	16.289	16.289	
224	D	1	0.5531	standard	0.32	1	MoPrP18	TRUE	0.32	0.325	0.325	
224	D	2	0.5352	standard	0.32	1	MoPrP18	TRUE	0.32	0.313	0.313	
224	D	3	0.8035	sample	135014.1	400	MoPrP18	TRUE	NA	201.978	201.978	
224	D	4	0.8251	sample	135014.1	400	MoPrP18	TRUE	NA	208.697	208.697	
224	D	5	0.2796	sample	123398.2	400	MoPrP18	TRUE	NA	60.731	60.731	
224	D	6	0.3042	sample	123398.2	400	MoPrP18	TRUE	NA	66.678	66.678	
224	D	7	0.0905	sample	MoPosLoQC	200	MoPrP18	TRUE	NA	7.75	7.75	
224	D	8	0.0863	sample	MoPosLoQC	200	MoPrP18	TRUE	NA	7.235	7.235	
224	E	1	0.2489	standard	0.128	1	MoPrP18	TRUE	0.128	0.133	0.133	
224	E	2	0.243	standard	0.128	1	MoPrP18	TRUE	0.128	0.13	0.13	
224	E	3	0.6922	sample	135353.1	400	MoPrP18	TRUE	NA	168.71	168.71	
224	E	4	0.7327	sample	135353.1	400	MoPrP18	TRUE	NA	180.563	180.563	
224	E	5	0.5149	sample	123397.2	400	MoPrP18	TRUE	NA	119.799	119.799	
224	E	6	0.5051	sample	123397.2	400	MoPrP18	TRUE	NA	117.222	117.222	
224	E	7	0.0495	sample	MoNeg	200	MoPrP18	TRUE	NA	2.569	4.096	LLQ
224	E	8	0.0485	sample	MoNeg	200	MoPrP18	TRUE	NA	2.436	4.096	LLQ
224	F	1	0.1133	standard	0.0512	1	MoPrP18	TRUE	0.0512	0.053	0.053	
224	F	2	0.1062	standard	0.0512	1	MoPrP18	TRUE	0.0512	0.048	0.048	
224	F	3	0.4585	sample	136187.1	400	MoPrP18	TRUE	NA	105.125	105.125	
224	F	4	0.4707	sample	136187.1	400	MoPrP18	TRUE	NA	108.267	108.267	
224	F	5	0.3475	sample	123398.1	400	MoPrP18	TRUE	NA	77.25	77.25	
224	F	6	0.3514	sample	123398.1	400	MoPrP18	TRUE	NA	78.21	78.21	
224	G	1	0.0632	standard	0.02048	1	MoPrP18	TRUE	0.02048	0.022	0.022	
224	G	2	0.0612	standard	0.02048	1	MoPrP18	TRUE	0.02048	0.02	0.02	LLQ
224	G	3	0.4553	sample	124024.3	400	MoPrP18	TRUE	NA	104.304	104.304	
224	G	4	0.4678	sample	124024.3	400	MoPrP18	TRUE	NA	107.519	107.519	
224	G	5	0.529	sample	135015.2	400	MoPrP18	TRUE	NA	123.529	123.529	
224	G	6	0.5457	sample	135015.2	400	MoPrP18	TRUE	NA	127.979	127.979	
224	H	1	0.0302	standard	0	1	MoPrP18	TRUE	0	NA	0.02	LLQ
224	H	2	0.0275	standard	0	1	MoPrP18	FALSE	0	NA	0.02	LLQ
224	H	3	0.5092	sample	124024.4	400	MoPrP18	TRUE	NA	118.299	118.299	
224	H	4	0.4924	sample	124024.4	400	MoPrP18	TRUE	NA	113.9	113.9	
224	H	5	0.1982	sample	135015.1	400	MoPrP18	TRUE	NA	41.276	41.276	
224	H	6	0.2036	sample	135015.1	400	MoPrP18	TRUE	NA	42.56	42.56	
