sample	standard_curve	ngml_av	se_mean	flag
107265.1	MoPrP16	158.274	1.062	
107266.1	MoPrP16	178.673	1.086	
107266.2	MoPrP16	180.666	0.908	
107267.1	MoPrP16	1044.113	20.183	
107267.2	MoPrP16	1041.621	24.012	
107270.1	MoPrP16	209.513	4.709	
107270.2	MoPrP16	232.66	1.556	
107270.3	MoPrP16	217.644	1.523	
107272.1	MoPrP16	286.307	3.585	
107273.1	MoPrP16	211.385	1.322	
111030.1	MoPrP16	900.55	8.093	
111030.2	MoPrP16	1153.505	23.843	
111030.3	MoPrP16	1089.682	21.368	
111033.1	MoPrP16	184.67	1.276	
111033.2	MoPrP16	200.707	3.724	
111033.3	MoPrP16	176.868	2.891	
111033.4	MoPrP16	195.322	2.773	
111033.5	MoPrP16	215.369	3.418	
MoNeg	MoPrP16	10.24	0	LLQ
MoPosHiQC	MoPrP16	135.132	1.235	
MoPosLoQC	MoPrP16	21.995	0.443	
MoPosMidQC	MoPrP16	68.632	0.174	
