sample	standard_curve	ngml_av	se_mean	flag
84065.1	MoPrP16	127.561	1.575	
88071.1	MoPrP16	136.8	2.256	
88071.2	MoPrP16	139.734	0.226	
88071.3	MoPrP16	145.389	0.453	
88072.1	MoPrP16	121.264	3.821	
88072.2	MoPrP16	103.739	3.821	
88072.3	MoPrP16	85.942	0	
88073.1	MoPrP16	104.189	2.922	
88073.2	MoPrP16	94.517	0.45	
88073.3	MoPrP16	108.008	2.695	
88074.1	MoPrP16	106.212	1.348	
88074.2	MoPrP16	72.992	2.513	
88074.3	MoPrP16	145.841	0.453	
88075.2	MoPrP16	136.351	4.513	
88075.3	MoPrP16	135.446	0.902	
88076.1	MoPrP16	130.712	0.225	
88076.2	MoPrP16	121.713	1.124	
88076.3	MoPrP16	135.898	2.707	
88081.3	MoPrP16	127.561	2.025	
88082.1	MoPrP16	132.52	5.634	
88082.2	MoPrP16	124.188	4.048	
88082.3	MoPrP16	104.863	3.146	
88083.2	MoPrP16	104.864	1.797	
88083.3	MoPrP16	111.378	2.022	
88084.1	MoPrP16	92.262	1.803	
88084.2	MoPrP16	128.688	3.151	
88084.3	MoPrP16	75.721	4.785	
88085.1	MoPrP16	78.46	2.045	
88085.2	MoPrP16	74.364	0.228	
88085.3	MoPrP16	148.108	1.36	
88086.2	MoPrP16	141.543	1.13	
88086.3	MoPrP16	105.987	2.022	
Mo Neg QC	MoPrP16	10.24	0	LLQ
Mo Pos Hi QC	MoPrP16	135.899	3.609	
Mo Pos Lo QC	MoPrP16	20.632	0.538	
Mo Pos Mid QC	MoPrP16	70.935	1.831	
