descno	concnm	n_bioreps	mean	l95	u95
1491	0.305	3	1.0463257561525088	0.9695977449322972	1.1230537673727203
1491	0.914	3	1.0515827913722593	0.9725735010939968	1.130592081650522
1491	2.74	3	1.0490828262878038	0.9541608171457572	1.1440048354298504
1491	8.23	3	0.9620706927278585	0.9466952418301697	0.9774461436255473
1491	25	3	0.787587226877537	0.7555569653671825	0.8196174883878915
1491	74	3	0.43431044686457754	0.4230979323730608	0.44552296135609426
1491	222	3	0.16035085430905519	0.15360491554371525	0.16709679307439512
1491	667	3	0.08357731107147442	0.08178263727298807	0.08537198486996078
1491	2000	3	0.06850866111724843	0.06449980468060822	0.07251751755388865
2226	0.305	3	0.9838923654468756	0.9321638073953258	1.0356209234984255
2226	0.914	3	1.1199668683547024	1.016498437192177	1.2234352995172277
2226	2.74	3	1.0458808332822769	0.8038610120347418	1.287900654529812
2226	8.23	3	1.0497375059866383	0.93076355766571806	1.1687114543075585
2226	25	3	1.0003748031837754	0.8852880724031115	1.1154615339644394
2226	74	3	0.6570435295997821	0.6373123159617834	0.6767747432377808
2226	222	3	0.2506592436227325	0.20463106016938398	0.29668742707608103
2226	667	3	0.10954785325591218	0.09847689922331974	0.12061880728850462
2226	2000	4	0.0758559340412039	0.07076909132156858	0.08094277676083922
2439	0.305	3	0.896662831852799	0.844353755964922	0.9489719077406761
2439	0.914	3	0.930067232712676	0.907054501480238	0.953079963945114
2439	2.74	3	0.8077786124369952	0.780317846959563	0.8352393779144275
2439	8.23	3	0.5813322170424823	0.5588191477029836	0.603845286381981
2439	25	3	0.4175410687167456	0.3969500237732049	0.43813211366028637
2439	74	3	0.17610716119703493	0.16170341250191148	0.19051090989215838
2439	222	3	0.06763627834450338	0.06637702324314149	0.06889553344586527
2439	667	3	0.045490034840948206	0.043155644545990954	0.04782442513590546
2439	2000	4	0.04556371006026802	0.04029428680965835	0.05083313331087769
2440	0.305	6	0.9652907975988154	0.9174223766509131	1.0131592185467178
2440	0.914	6	0.96498197142691855	0.892774240209593	1.0371897026442443
2440	2.74	6	0.9005634320315292	0.8557191035271726	0.9454077605358858
2440	8.23	6	0.8217976139848527	0.764983301914136	0.8786119260555695
2440	25	6	0.6610572832654276	0.6246599128962743	0.6974546536345808
2440	74	6	0.4595418675637206	0.43215651535578653	0.4869272197716547
2440	222	6	0.2186711088570331	0.18574162007617523	0.25160059763789094
2440	667	6	0.08557360800948588	0.07840073449060041	0.09274648152837135
2440	2000	6	0.05454410909164587	0.050789305109010974	0.05829891307428077
2520	0.305	6	1.0261299686154837	1.0003351006996257	1.0519248365313416
2520	0.914	6	0.9915836694568831	0.9207364051483309	1.0624309337654354
2520	2.74	6	0.9535305584790803	0.85615187970787	1.0509092372502906
2520	8.23	6	0.8719493724122352	0.7498906555559732	0.9940080892684973
2520	25	6	0.6670773305832713	0.5728840572601847	0.761270603906358
2520	74	6	0.33582730034691854	0.32054734131527995	0.35110725937855713
2520	222	6	0.1172692710003213	0.10853558118330482	0.12600296081733778
2520	667	6	0.06709339895108653	0.06056404877977043	0.07362274912240263
2520	2000	6	0.055762583125971286	0.0520070994701616	0.059518066781780975
2522	0.305	3	0.9838892223006493	0.9537820612952165	1.0139963833060823
2522	0.914	3	1.002090035730387	0.9619419909563219	1.0422380805044522
2522	2.74	3	0.9815551700134598	0.9414489957270175	1.0216613442999023
2522	8.23	3	0.9562330790878366	0.9261051889751654	0.9863609692005079
2522	25	3	0.8107717155175596	0.791210962947314	0.8303324680878051
2522	74	3	0.5563671544942045	0.51895183665108	0.593782472337329
2522	222	3	0.22531982666002595	0.2079505484620648	0.24268910485798711
2522	667	3	0.11400433737514083	0.1057095385654287	0.12229913618485297
2522	2000	3	0.0886229377790292	0.08642164763550828	0.09082422792255013
2705	0.305	2	0.9617334683346473	0.8471834908363627	1.076283445832932
2705	0.914	2	1.0071848025750385	0.9369218343641368	1.0774477707859402
2705	2.74	2	0.9093743776427762	0.8570948436625971	0.9616539116229552
2705	8.23	2	0.8551514193324183	0.7258871957197847	0.984415642945052
2705	25	2	0.6702954779014503	0.5680283381371738	0.7725626176657268
2705	74	2	0.4627437275323981	0.4388094516342311	0.48667800343056516
2705	222	2	0.2042016871141023	0.18140612051980398	0.22699725370840063
2705	667	2	0.10362079980565117	0.09251829937516252	0.11472330023613982
2705	2000	2	0.06784395153545168	0.06021198371211614	0.07547591935878722
2710	0.305	3	0.8000710728310421	0.7383038329216455	0.8618383127404387
2710	0.914	3	0.7437650799990309	0.6697545164910417	0.81777564350702
2710	2.74	3	0.6791019820494846	0.5793837270383616	0.7788202370606075
2710	8.23	3	0.5433875502202933	0.4891748823381599	0.5976002181024266
2710	25	3	0.4490038617741519	0.3715279174888792	0.5264798060594247
2710	74	3	0.26191307846895184	0.23524887579334147	0.2885772811445622
2710	222	3	0.10105138619543408	0.07558867819532572	0.12651409419554244
2710	667	3	0.05582647129166204	0.046199362423980504	0.06545358015934356
2710	2000	3	0.04770701956003861	0.04285367901861023	0.05256036010146699
2766	0.305	4	0.9834695949113934	0.8724570700708577	1.094482119751929
2766	0.914	4	1.057337722589287	0.9639992865007874	1.1506761586777867
2766	2.74	4	1.0263046582658606	0.9797161211801044	1.0728931953516168
2766	8.23	4	0.9319652920897253	0.8983407020336243	0.9655898821458264
2766	25	4	0.7195251845489237	0.67156832627434	0.7674820428235073
2766	74	4	0.4051292352836748	0.3709855327006387	0.43927293786671084
2766	222	4	0.16351973498525282	0.13147466569864288	0.19556480427186276
2766	667	4	0.09536604207204882	0.08515318354742386	0.10557890059667378
2766	2000	4	0.08762413581902027	0.07698274117855233	0.09826553045948822
2768	0.305	3	0.8713265864553876	0.852260163545823	0.8903930093649522
2768	0.914	3	0.8097206565128949	0.8046541037135164	0.8147872093122734
2768	2.74	3	0.6989630849157774	0.6567108223049658	0.741215347526589
2768	8.23	3	0.49715784169458144	0.4949058741332699	0.49940980925589296
2768	25	3	0.3720090787570522	0.3371997015506081	0.4068184559634963
2768	74	3	0.21375667929563724	0.2054716161181715	0.222041742473103
2768	222	3	0.0862103563050057	0.08296733156598211	0.08945338104402929
2768	667	3	0.0636339925432864	0.06126554913311606	0.06600243595345674
2768	2000	4	0.05945245151281438	0.053222201226062554	0.0656827017995662
